candidateId,path,symbol,language,role,runtimeReachability,compileConsumers,runtimeConsumers,reflectionConsumers,configurationConsumers,testConsumers,scriptConsumers,historicalReferences,safetyRole,compatibilityRole,qualificationRole,canonicalProductionCounterpart,canonicalTestCounterpart,uniqueAssertionCount,uniqueBehaviorCovered,currentExecutionStatus,finalDisposition,reason,verification
L-100,frontend/src/nq-design-system/index.ts,EnvironmentBadgeProps,TypeScript,barrel export,no barrel consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test import or dynamic route consumer of this barrel symbol; owner implementation retained where locally used,"Full frontend source/test symbol scan; TypeScript, unit tests, and Vite build"
L-101,frontend/src/nq-design-system/index.ts,RiskBannerProps,TypeScript,barrel export,no barrel consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test import or dynamic route consumer of this barrel symbol; owner implementation retained where locally used,"Full frontend source/test symbol scan; TypeScript, unit tests, and Vite build"
L-102,frontend/src/nq-design-system/index.ts,RiskSeverity,TypeScript,barrel export,no barrel consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test import or dynamic route consumer of this barrel symbol; owner implementation retained where locally used,"Full frontend source/test symbol scan; TypeScript, unit tests, and Vite build"
L-103,frontend/src/nq-design-system/index.ts,DataFreshnessProps,TypeScript,barrel export,no barrel consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test import or dynamic route consumer of this barrel symbol; owner implementation retained where locally used,"Full frontend source/test symbol scan; TypeScript, unit tests, and Vite build"
L-104,frontend/src/nq-design-system/index.ts,AppShellProps,TypeScript,barrel export,no barrel consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test import or dynamic route consumer of this barrel symbol; owner implementation retained where locally used,"Full frontend source/test symbol scan; TypeScript, unit tests, and Vite build"
L-105,frontend/src/nq-design-system/index.ts,isNqEmpty,TypeScript,barrel export,no barrel consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test import or dynamic route consumer of this barrel symbol; owner implementation retained where locally used,"Full frontend source/test symbol scan; TypeScript, unit tests, and Vite build"
L-106,frontend/src/nq-design-system/index.ts,NqDirection,TypeScript,barrel export,no barrel consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test import or dynamic route consumer of this barrel symbol; owner implementation retained where locally used,"Full frontend source/test symbol scan; TypeScript, unit tests, and Vite build"
L-107,frontend/src/nq-design-system/index.ts,PercentCellProps,TypeScript,barrel export,no barrel consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test import or dynamic route consumer of this barrel symbol; owner implementation retained where locally used,"Full frontend source/test symbol scan; TypeScript, unit tests, and Vite build"
L-108,frontend/src/nq-design-system/index.ts,ChangeCellProps,TypeScript,barrel export,no barrel consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test import or dynamic route consumer of this barrel symbol; owner implementation retained where locally used,"Full frontend source/test symbol scan; TypeScript, unit tests, and Vite build"
L-109,frontend/src/nq-design-system/index.ts,StatusCellProps,TypeScript,barrel export,no barrel consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test import or dynamic route consumer of this barrel symbol; owner implementation retained where locally used,"Full frontend source/test symbol scan; TypeScript, unit tests, and Vite build"
L-110,frontend/src/nq-design-system/index.ts,NQ_DEFAULT_TABLE_DENSITY,TypeScript,barrel export,no barrel consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test import or dynamic route consumer of this barrel symbol; owner implementation retained where locally used,"Full frontend source/test symbol scan; TypeScript, unit tests, and Vite build"
L-111,frontend/src/nq-design-system/index.ts,nqAntdTableCellPadding,TypeScript,barrel export,no barrel consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test import or dynamic route consumer of this barrel symbol; owner implementation retained where locally used,"Full frontend source/test symbol scan; TypeScript, unit tests, and Vite build"
L-112,frontend/src/nq-design-system/index.ts,NqTableDensityToken,TypeScript,barrel export,no barrel consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test import or dynamic route consumer of this barrel symbol; owner implementation retained where locally used,"Full frontend source/test symbol scan; TypeScript, unit tests, and Vite build"
L-113,frontend/src/api/evaluations.ts,EvaluationListRequest export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-114,frontend/src/constants/filter-options.ts,STRATEGY_STATUS_OPTIONS export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-115,frontend/src/errors/catalog.ts,ErrorCatalogEntry export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-116,frontend/src/hooks/useLiveQuery.ts,LiveStatus export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-117,frontend/src/hooks/useLiveQuery.ts,UseLiveQueryOptions export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-118,frontend/src/hooks/useLiveQuery.ts,UseLiveQueryResult export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-119,frontend/src/hooks/useLiveQuery.ts,liveStatusToFreshness export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-120,frontend/src/i18n/index.ts,LOCALE_STORAGE_KEY export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-121,frontend/src/types/api.ts,ApiErrorResponse export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-122,frontend/src/types/marketdata.ts,MarketdataQualityOverviewScope export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-123,frontend/src/types/marketdata.ts,MarketdataQualityDataOriginSummary export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-124,frontend/src/types/marketdata.ts,MarketdataQualityDatasetCoverageSummary export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-125,frontend/src/types/marketdata.ts,MarketdataQualityStatusSummary export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-126,frontend/src/types/marketdata.ts,MarketdataReadinessStatus export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-127,frontend/src/types/marketdata.ts,MarketdataReadinessSourceStatus export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-128,frontend/src/types/marketdata.ts,MarketdataReadinessSourceHealth export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-129,frontend/src/types/marketdata.ts,MarketdataReadinessGapStatus export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-130,frontend/src/types/marketdata.ts,MarketdataReadinessDataOrigin export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-131,frontend/src/types/marketdata.ts,MarketdataReadinessErrorCategory export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-132,frontend/src/utils/env.ts,AppEnv export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-133,frontend/src/pages/shadow-runs/ShadowRunDetailPage.tsx,PaperShadowConsistencyDrilldownPanel export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-134,frontend/src/pages/shadow-runs/ShadowRunDetailPage.tsx,ShadowRunEventTimeline export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-135,frontend/src/pages/shadow-runs/ShadowRunDetailPage.tsx,ShadowRunSnapshotPanel export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-136,frontend/src/pages/shadow-runs/ShadowRunDetailPage.tsx,ShadowConsistencyReportPanel export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-137,frontend/src/nq-design-system/charts/chartData.ts,toChartTime export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-138,frontend/src/nq-design-system/charts/types.ts,NqChartState export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-139,frontend/src/nq-design-system/format/cells.tsx,PercentCellProps export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-140,frontend/src/nq-design-system/format/cells.tsx,ChangeCellProps export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-141,frontend/src/nq-design-system/format/cells.tsx,StatusCellProps export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-142,frontend/src/nq-design-system/format/nqFormat.ts,isNqEmpty export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-143,frontend/src/nq-design-system/format/nqFormat.ts,NqDirection export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-144,frontend/src/nq-design-system/shell/AppShell.tsx,AppShellProps export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-145,frontend/src/nq-design-system/status/DataFreshness.tsx,DataFreshnessProps export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-146,frontend/src/nq-design-system/status/EnvironmentBadge.tsx,EnvironmentBadgeProps export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-147,frontend/src/nq-design-system/status/RiskBanner.tsx,RiskSeverity export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-148,frontend/src/nq-design-system/status/RiskBanner.tsx,RiskBannerProps export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-149,frontend/src/nq-design-system/status/StatusTag.tsx,statusToneOf export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-150,frontend/src/nq-design-system/status/StatusTag.tsx,StatusTagProps export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-151,frontend/src/nq-design-system/table/tableDensity.ts,NqTableDensityToken export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-152,frontend/src/nq-design-system/table/tableDensity.ts,NQ_DEFAULT_TABLE_DENSITY export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-153,frontend/src/nq-design-system/table/tableDensity.ts,nqAntdTableCellPadding export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-154,frontend/src/nq-design-system/theme/nqChartTheme.ts,nqChartSeriesPalette export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-155,frontend/src/features/validation/types/consistency-evidence.ts,ConsistencyEvidenceComparisonStatus export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
L-156,frontend/src/features/validation/types/consistency-evidence.ts,ConsistencyEvidenceDivergenceSeverity export modifier,TypeScript,unconsumed owner-file export,owner-local or no consumer,0 observed in current frontend source/test outside owner,0 observed in current routes or imports,not applicable to frontend module,0 observed in current frontend configuration,0 observed in current frontend tests,0 observed in current frontend scripts,historical snapshots retained,none,none,none,,,,,,REMOVE_DEAD,No current source/test module imports this declaration from its owner; local declaration retained if used internally,Whole frontend source/test symbol scan; noUnusedLocals; unit tests; TypeScript and Vite build
